,7n9c_D,7d8b_B,7l6v_D,7p5v_G,6zwk_A,7ocy_C,7cz0_E,7oan_F,7m1h_F,7kd0_C,7tpr_D,7z1b_E,7nft_C,7rby_B,7d4b_B,7e6u_B,7p5w_G,7vfa_D,7s7r_B,7fau_B,7nfr_B,7lzp_C,7r63_A,7l6v_B,7php_N,7anq_B,7m1h_E,7z1c_E,7olz_B,7d6y_B,7r4i_D,7fat_B,7sl9_B,7nqa_C,7te8_A,7o06_A,7p6k_G,7omn_A,7te8_C,7p60_G,7ar0_B,7l6v_C,7qbg_E,7qbe_E,7t5f_B,7lzp_B,7na9_D,7s2r_B,7b2p_D,7r74_B,7p5y_G,7qiv_C,7r98_D,7r20_B,7czd_A,7tpr_F,7e53_B,7f5g_B,7zfb_M,7ndf_C,7t5f_C,7ngh_D,7rnn_C,7z1a_E,7apj_B,7lzp_G,7nfq_C,7ooi_A,7nqk_B,7djx_A,7pqg_B,7djy_A,7vfb_B,7r4r_D,7r4q_D
6ukt_F,69,54,58,66,68,60,68,62,63,66,65,69,72,64,67,69,69,67,71,68,66,60,62,63,65,67,60,69,74,56,62,67,74,55,66,64,66,59,67,67,71,56,65,67,64,61,68,63,63,64,68,68,66,63,66,63,65,64,66,63,64,67,65,70,64,54,67,59,63,71,72,72,65,67,71
6fyt_I,61,59,60,64,63,63,65,57,67,61,63,65,65,66,70,60,65,58,66,60,61,62,57,63,68,57,62,62,63,58,59,62,66,58,59,70,64,63,60,59,63,56,67,62,63,55,60,58,74,71,65,66,56,72,66,62,56,59,60,67,65,66,66,65,65,56,65,62,56,68,62,63,57,63,62
6ck8_A,61,59,60,64,63,63,65,57,67,61,63,65,65,66,70,60,65,58,66,60,61,62,57,63,68,57,62,62,63,58,59,62,66,58,59,70,64,63,60,59,63,56,67,62,63,55,60,58,74,71,65,66,56,72,66,62,56,59,60,67,65,66,66,65,65,56,65,62,56,68,62,63,57,63,62
4qo1_A,69,52,55,62,68,57,62,57,63,62,61,69,68,63,62,65,62,62,73,62,63,57,60,60,61,67,59,69,70,51,57,64,67,56,64,66,63,56,63,62,72,56,61,63,59,61,65,59,61,61,63,69,63,62,62,61,65,59,63,59,60,63,62,69,61,54,63,57,59,70,66,64,61,64,61
7ri1_B,68,53,58,62,67,57,61,59,60,61,61,65,65,62,61,60,64,58,63,58,55,59,62,60,63,62,59,65,65,52,56,59,67,54,58,60,62,55,62,59,62,55,59,59,56,55,62,55,60,62,63,67,60,63,57,61,59,59,61,62,65,60,62,65,59,54,59,55,61,65,63,67,59,61,65
7lpn_D,68,53,58,62,67,57,61,59,60,61,61,65,65,62,61,60,64,58,63,58,55,59,62,60,63,62,59,65,65,52,56,59,67,54,58,60,62,55,62,59,62,55,59,59,56,55,62,55,60,62,63,67,60,63,57,61,59,59,61,62,65,60,62,65,59,54,59,55,61,65,63,67,59,61,65
5ocl_A,65,60,68,75,67,72,75,63,70,69,62,66,67,65,70,64,73,64,71,61,66,69,62,70,71,60,63,66,72,60,64,65,73,63,65,70,75,62,65,67,66,61,67,67,68,55,66,60,66,73,74,69,59,74,70,62,58,68,64,72,69,75,75,66,76,63,70,63,60,69,65,69,63,72,69
5u64_B,69,54,56,63,66,58,63,66,60,66,63,65,63,65,63,66,63,67,69,65,58,56,62,65,63,63,61,65,68,55,65,66,70,58,64,62,63,58,63,65,66,57,67,64,56,58,66,64,56,65,66,66,62,64,62,65,60,62,63,60,64,64,62,65,58,52,62,58,58,67,65,63,68,66,64
3b9v_A,60,69,59,68,62,62,66,58,63,64,61,61,62,63,68,59,67,61,63,56,64,61,57,64,66,56,58,61,65,70,62,60,65,60,67,63,66,82,64,63,60,53,64,61,66,55,59,60,67,61,67,63,58,62,68,66,55,58,60,63,63,66,63,61,62,55,68,82,57,63,60,61,60,65,67
5omn_C,67,67,68,74,67,68,73,62,69,69,63,67,69,64,73,67,70,65,72,64,71,64,63,72,70,63,62,67,67,57,62,68,74,63,69,72,72,62,67,63,69,61,65,63,69,55,66,64,66,72,70,70,63,72,74,64,60,68,64,69,73,73,75,67,68,61,72,62,60,67,64,66,64,71,65
6z6v_G,69,56,61,65,71,60,64,60,64,63,64,69,68,61,69,64,67,64,71,63,66,62,60,67,68,65,61,69,74,56,62,66,72,59,62,66,64,59,61,66,68,60,64,65,63,62,69,61,61,63,69,74,59,63,63,63,63,64,65,65,64,65,66,69,63,58,67,59,59,69,71,69,64,65,68
7azb_B,64,59,57,66,64,57,66,62,60,65,61,66,69,67,66,63,66,62,70,59,63,59,59,62,66,61,59,66,67,59,63,62,69,57,80,63,66,63,81,64,67,54,65,62,59,56,65,57,62,65,67,67,62,66,67,66,60,67,65,59,66,66,66,66,60,52,63,63,58,67,62,65,61,64,64
4orz_C,67,57,64,77,72,64,74,64,64,69,63,69,69,63,69,65,72,62,71,65,67,65,60,66,66,62,57,69,70,58,62,64,69,59,66,67,74,62,64,66,65,57,65,61,68,55,67,59,69,68,73,70,61,68,71,65,63,66,69,68,67,74,72,69,68,59,69,61,61,70,67,68,63,70,71
6u54_A,61,54,63,72,64,66,72,62,62,65,60,62,69,64,65,64,69,62,64,59,63,62,58,66,66,60,59,63,63,53,60,61,69,59,66,66,70,57,68,62,61,57,63,58,64,52,61,57,64,68,69,66,62,67,66,63,57,63,62,66,63,72,72,63,66,55,67,57,54,64,60,65,61,66,65
6u53_A,61,54,63,72,64,66,72,62,62,65,60,62,69,64,65,64,69,62,64,59,63,62,58,66,66,60,59,63,63,53,60,61,69,59,66,66,70,57,68,62,61,57,63,58,64,52,61,57,64,68,69,66,62,67,66,63,57,63,62,66,63,72,72,63,66,55,67,57,54,64,60,65,61,66,65
6ul6_C,63,57,66,72,66,70,72,62,68,67,63,67,66,64,70,63,69,60,68,60,64,68,60,66,65,64,63,68,67,57,62,63,69,62,61,70,70,62,62,62,63,62,62,62,67,58,64,57,64,73,70,68,62,69,66,66,58,62,61,72,68,71,72,69,69,61,69,60,60,67,67,64,63,66,67
6ui1_B,63,57,66,72,66,70,72,62,68,67,63,67,66,64,70,63,69,60,68,60,64,68,60,66,65,64,63,68,67,57,62,63,69,62,61,70,70,62,62,62,63,62,62,62,67,58,64,57,64,73,70,68,62,69,66,66,58,62,61,72,68,71,72,69,69,61,69,60,60,67,67,64,63,66,67
6y0e_A,63,54,57,73,60,60,71,55,60,66,56,57,60,57,58,58,68,54,64,53,60,57,56,68,60,54,59,57,59,54,56,56,63,56,58,60,74,56,59,55,57,56,58,54,62,48,58,53,59,61,69,59,53,64,62,57,53,58,59,61,62,71,67,57,60,56,65,56,55,60,57,60,53,61,58
6xzf_B,63,54,57,73,60,60,71,55,60,66,56,57,60,57,58,58,68,54,64,53,60,57,56,68,60,54,59,57,59,54,56,56,63,56,58,60,74,56,59,55,57,56,58,54,62,48,58,53,59,61,69,59,53,64,62,57,53,58,59,61,62,71,67,57,60,56,65,56,55,60,57,60,53,61,58
5m94_B,66,53,64,67,69,64,67,62,69,69,63,66,69,63,71,65,69,60,70,59,64,64,63,66,65,64,64,65,67,53,62,63,70,63,61,72,66,56,62,65,67,64,62,62,61,53,64,59,61,69,68,69,60,70,61,63,60,69,62,70,68,66,68,65,67,59,63,58,57,66,61,66,63,69,65
5m95_B,66,53,64,67,69,64,67,62,69,69,63,66,69,63,71,65,69,60,70,59,64,64,63,66,65,64,64,65,67,53,62,63,70,63,61,72,66,56,62,65,67,64,62,62,61,53,64,59,61,69,68,69,60,70,61,63,60,69,62,70,68,66,68,65,67,59,63,58,57,66,61,66,63,69,65
4wgw_B,66,53,64,67,69,64,67,62,69,69,63,66,69,63,71,65,69,60,70,59,64,64,63,66,65,64,64,65,67,53,62,63,70,63,61,72,66,56,62,65,67,64,62,62,61,53,64,59,61,69,68,69,60,70,61,63,60,69,62,70,68,66,68,65,67,59,63,58,57,66,61,66,63,69,65
4wgv_B,66,53,64,67,69,64,67,62,69,69,63,66,69,63,71,65,69,60,70,59,64,64,63,66,65,64,64,65,67,53,62,63,70,63,61,72,66,56,62,65,67,64,62,62,61,53,64,59,61,69,68,69,60,70,61,63,60,69,62,70,68,66,68,65,67,59,63,58,57,66,61,66,63,69,65
5usf_C,63,60,59,68,66,61,71,60,65,67,67,66,69,62,67,65,69,66,67,63,75,59,60,67,66,61,59,66,69,60,57,64,67,59,64,68,69,62,63,58,64,58,63,59,74,54,63,57,75,68,70,65,59,68,78,69,59,64,65,64,67,69,71,66,63,57,80,61,57,66,61,64,62,67,65
7a4d_C,66,57,68,74,70,70,73,62,71,69,63,65,70,67,73,66,71,62,72,63,67,67,65,68,70,65,64,65,68,56,63,66,73,65,66,74,73,61,67,65,68,64,65,63,68,55,64,59,66,75,70,71,60,76,72,66,61,72,63,75,70,74,74,65,71,60,71,62,62,70,63,67,65,71,67
5f97_E,66,56,68,73,67,68,73,60,69,69,63,66,68,64,71,68,71,64,70,64,71,67,61,73,70,60,61,66,69,57,62,67,72,66,68,74,72,60,68,66,67,62,63,62,71,55,66,59,67,72,71,72,60,76,71,65,60,71,62,71,70,73,75,66,68,62,72,60,61,67,65,67,64,69,67
5f93_C,66,56,68,73,67,68,73,60,69,69,63,66,68,64,71,68,71,64,70,64,71,67,61,73,70,60,61,66,69,57,62,67,72,66,68,74,72,60,68,66,67,62,63,62,71,55,66,59,67,72,71,72,60,76,71,65,60,71,62,71,70,73,75,66,68,62,72,60,61,67,65,67,64,69,67
5f9d_C,66,56,68,73,67,68,73,60,69,69,63,66,68,64,71,68,71,64,70,64,71,67,61,73,70,60,61,66,69,57,62,67,72,66,68,74,72,60,68,66,67,62,63,62,71,55,66,59,67,72,71,72,60,76,71,65,60,71,62,71,70,73,75,66,68,62,72,60,61,67,65,67,64,69,67
5f9a_C,66,56,68,73,67,68,73,60,69,69,63,66,68,64,71,68,71,64,70,64,71,67,61,73,70,60,61,66,69,57,62,67,72,66,68,74,72,60,68,66,67,62,63,62,71,55,66,59,67,72,71,72,60,76,71,65,60,71,62,71,70,73,75,66,68,62,72,60,61,67,65,67,64,69,67
5f8r_C,66,56,68,73,67,68,73,60,69,69,63,66,68,64,71,68,71,64,70,64,71,67,61,73,70,60,61,66,69,57,62,67,72,66,68,74,72,60,68,66,67,62,63,62,71,55,66,59,67,72,71,72,60,76,71,65,60,71,62,71,70,73,75,66,68,62,72,60,61,67,65,67,64,69,67
5f8q_C,66,56,68,73,67,68,73,60,69,69,63,66,68,64,71,68,71,64,70,64,71,67,61,73,70,60,61,66,69,57,62,67,72,66,68,74,72,60,68,66,67,62,63,62,71,55,66,59,67,72,71,72,60,76,71,65,60,71,62,71,70,73,75,66,68,62,72,60,61,67,65,67,64,69,67
5f7y_C,66,56,68,73,67,68,73,60,69,69,63,66,68,64,71,68,71,64,70,64,71,67,61,73,70,60,61,66,69,57,62,67,72,66,68,74,72,60,68,66,67,62,63,62,71,55,66,59,67,72,71,72,60,76,71,65,60,71,62,71,70,73,75,66,68,62,72,60,61,67,65,67,64,69,67
5f7w_C,66,56,68,73,67,68,73,60,69,69,63,66,68,64,71,68,71,64,70,64,71,67,61,73,70,60,61,66,69,57,62,67,72,66,68,74,72,60,68,66,67,62,63,62,71,55,66,59,67,72,71,72,60,76,71,65,60,71,62,71,70,73,75,66,68,62,72,60,61,67,65,67,64,69,67
5f7n_C,66,56,68,73,67,68,73,60,69,69,63,66,68,64,71,68,71,64,70,64,71,67,61,73,70,60,61,66,69,57,62,67,72,66,68,74,72,60,68,66,67,62,63,62,71,55,66,59,67,72,71,72,60,76,71,65,60,71,62,71,70,73,75,66,68,62,72,60,61,67,65,67,64,69,67
5f7m_C,66,56,68,73,67,68,73,60,69,69,63,66,68,64,71,68,71,64,70,64,71,67,61,73,70,60,61,66,69,57,62,67,72,66,68,74,72,60,68,66,67,62,63,62,71,55,66,59,67,72,71,72,60,76,71,65,60,71,62,71,70,73,75,66,68,62,72,60,61,67,65,67,64,69,67
5f7k_C,66,56,68,73,67,68,73,60,69,69,63,66,68,64,71,68,71,64,70,64,71,67,61,73,70,60,61,66,69,57,62,67,72,66,68,74,72,60,68,66,67,62,63,62,71,55,66,59,67,72,71,72,60,76,71,65,60,71,62,71,70,73,75,66,68,62,72,60,61,67,65,67,64,69,67
7km5_C,62,57,65,71,65,64,69,59,66,70,64,64,67,63,71,61,70,59,66,61,71,64,60,65,67,61,63,63,67,57,61,61,67,57,60,66,68,61,63,61,64,59,65,60,68,56,63,56,69,64,70,66,55,63,71,70,57,61,62,65,66,69,71,63,64,57,72,59,60,66,63,63,60,67,67
1sjv_A,67,55,63,75,68,68,72,61,72,69,65,66,70,64,73,63,70,63,70,64,67,68,62,67,67,63,62,66,68,55,63,64,75,60,66,71,72,59,66,62,66,61,67,62,64,59,65,59,65,68,70,69,65,71,69,64,61,67,60,69,68,73,76,66,72,63,69,59,58,70,64,66,64,71,66
6x04_B,69,57,66,76,68,68,74,65,70,72,65,68,71,65,71,65,73,63,73,64,66,66,66,69,67,64,63,67,72,57,63,63,73,63,64,71,74,62,64,66,67,65,65,64,65,57,67,62,64,75,75,72,61,76,68,66,62,66,65,71,70,74,71,67,71,60,69,62,60,71,67,71,65,72,71
7dss_A,62,56,59,63,62,61,66,61,65,64,61,65,63,60,65,63,65,58,67,61,61,61,61,66,67,58,61,64,68,56,60,63,65,65,61,70,66,59,60,62,64,61,64,58,59,52,60,56,60,66,66,65,60,67,63,62,57,63,63,63,65,66,66,64,61,57,63,58,60,65,58,65,61,69,63
1kxq_E,66,55,61,67,66,59,66,65,61,66,65,68,65,65,66,69,67,66,68,65,60,60,61,62,64,63,62,68,71,54,65,68,67,59,68,62,66,60,63,72,68,56,65,64,59,59,68,63,59,62,67,70,56,63,59,66,62,64,64,63,63,67,62,68,61,54,62,59,56,69,69,65,69,69,73
7aej_D,65,60,64,65,67,61,65,62,67,63,61,64,65,63,72,63,66,61,63,64,63,66,60,65,68,59,62,63,67,61,61,62,68,62,62,71,64,60,62,63,63,58,64,60,63,54,64,57,67,68,66,69,58,70,63,65,59,64,63,67,72,66,69,64,66,57,65,60,57,67,66,64,60,66,66
4b50_A,65,60,64,65,67,61,65,62,67,63,61,64,65,63,72,63,66,61,63,64,63,66,60,65,68,59,62,63,67,61,61,62,68,62,62,71,64,60,62,63,63,58,64,60,63,54,64,57,67,68,66,69,58,70,63,65,59,64,63,67,72,66,69,64,66,57,65,60,57,67,66,64,60,66,66
7epb_C,70,57,67,73,72,70,74,63,72,67,67,69,70,67,73,67,73,63,74,62,66,68,62,67,72,65,63,69,72,58,64,67,73,65,63,75,72,62,64,67,69,64,66,67,66,58,69,59,66,76,72,71,63,73,69,65,59,67,62,71,70,71,74,69,74,60,67,62,63,72,69,67,65,74,70
4w2q_A,65,52,61,67,67,62,67,58,65,67,59,63,67,62,69,61,66,60,67,60,62,63,62,66,65,60,59,63,65,52,58,61,67,63,62,69,66,59,62,62,63,61,62,60,61,52,65,58,63,67,67,63,61,69,67,61,58,65,61,63,64,66,69,63,67,58,66,58,57,67,61,64,61,66,64
4w2p_A,65,52,61,67,67,62,67,58,65,67,59,63,67,62,69,61,66,60,67,60,62,63,62,66,65,60,59,63,65,52,58,61,67,63,62,69,66,59,62,62,63,61,62,60,61,52,65,58,63,67,67,63,61,69,67,61,58,65,61,63,64,66,69,63,67,58,66,58,57,67,61,64,61,66,64
4w81_A,67,57,56,64,72,61,65,60,59,64,58,70,66,62,64,60,66,60,72,60,56,55,61,60,65,65,55,68,69,59,62,63,69,56,64,61,64,59,63,63,67,57,61,64,56,60,67,59,58,63,67,65,64,64,60,63,58,57,60,59,60,62,64,70,57,53,59,59,58,71,66,66,60,64,61
4w68_A,67,57,56,64,72,61,65,60,59,64,58,70,66,62,64,60,66,60,72,60,56,55,61,60,65,65,55,68,69,59,62,63,69,56,64,61,64,59,63,63,67,57,61,64,56,60,67,59,58,63,67,65,64,64,60,63,58,57,60,59,60,62,64,70,57,53,59,59,58,71,66,66,60,64,61
6xxo_A,66,60,59,64,62,58,65,62,62,61,61,65,66,61,63,70,65,66,67,64,58,55,60,60,60,64,59,65,69,60,59,66,67,56,61,62,64,58,62,63,63,55,61,60,61,54,63,62,58,63,65,64,62,61,60,64,67,57,64,61,61,63,61,65,58,50,59,58,57,70,66,66,64,67,66
1kxt_B,70,59,61,66,69,61,67,63,68,66,69,69,68,68,71,68,67,66,73,65,63,60,61,66,65,67,60,69,69,59,65,72,66,61,60,66,66,63,63,66,68,58,66,64,64,56,68,63,64,70,66,70,64,65,66,66,63,62,65,61,68,67,67,69,64,57,66,61,60,68,68,66,70,72,68
7m1h_D,63,54,63,62,63,61,62,58,66,61,57,63,62,62,67,61,66,57,63,58,56,63,63,61,65,58,60,63,62,53,57,59,65,64,56,66,62,59,56,59,62,60,61,61,62,54,60,57,58,66,64,63,56,65,58,66,52,60,59,64,60,61,63,63,63,54,59,61,59,65,63,66,59,64,62
6ui1_C,63,54,63,62,63,61,62,58,66,61,57,63,62,62,67,61,66,57,63,58,56,63,63,61,65,58,60,63,62,53,57,59,65,64,56,66,62,59,56,59,62,60,61,61,62,54,60,57,58,66,64,63,56,65,58,66,52,60,59,64,60,61,63,63,63,54,59,61,59,65,63,66,59,64,62
7kbk_C,68,53,55,65,66,61,64,61,61,65,59,69,64,67,62,63,65,60,68,64,57,57,63,61,61,70,60,68,69,52,60,66,65,55,62,61,64,54,62,67,68,55,60,65,55,62,65,59,55,65,63,69,62,61,61,61,63,59,66,59,61,65,63,69,57,53,60,53,58,69,65,65,62,64,65
5vm0_A,66,54,58,63,70,60,62,60,59,66,60,69,68,65,65,62,64,61,68,63,57,58,65,60,64,65,57,69,70,54,58,62,67,59,64,60,65,60,63,64,65,58,64,66,60,61,64,61,61,63,65,65,65,64,62,60,61,60,65,60,63,64,65,69,60,56,63,60,59,68,67,66,60,67,65
5vlv_A,66,54,58,63,70,60,62,60,59,66,60,69,68,65,65,62,64,61,68,63,57,58,65,60,64,65,57,69,70,54,58,62,67,59,64,60,65,60,63,64,65,58,64,66,60,61,64,61,61,63,65,65,65,64,62,60,61,60,65,60,63,64,65,69,60,56,63,60,59,68,67,66,60,67,65
6obm_B,69,57,66,71,73,66,71,63,68,64,64,69,69,71,73,64,72,61,71,65,62,67,58,65,69,66,62,69,70,57,66,64,72,63,66,69,70,58,67,70,65,61,66,61,64,60,67,60,64,74,72,74,65,77,66,65,60,63,64,68,68,69,72,68,68,55,68,59,60,69,66,65,63,70,68
7o3b_A,62,56,63,69,63,71,71,64,67,65,59,61,66,64,68,62,69,60,71,62,62,65,63,66,65,61,64,61,66,56,62,62,70,65,63,74,71,58,64,63,65,60,62,61,64,55,64,59,60,72,70,66,57,71,65,65,62,65,65,68,65,68,68,62,68,56,65,58,60,64,63,64,62,70,65
7o0s_A,62,56,63,69,63,71,71,64,67,65,59,61,66,64,68,62,69,60,71,62,62,65,63,66,65,61,64,61,66,56,62,62,70,65,63,74,71,58,64,63,65,60,62,61,64,55,64,59,60,72,70,66,57,71,65,65,62,65,65,68,65,68,68,62,68,56,65,58,60,64,63,64,62,70,65
6obe_B,65,54,64,70,71,62,70,61,68,64,58,66,68,61,67,62,68,59,68,58,61,68,59,64,68,64,62,66,69,53,62,59,68,61,62,66,67,57,61,63,65,64,64,62,63,56,63,57,62,68,68,73,59,69,61,62,60,64,59,66,66,66,68,66,65,56,63,57,61,70,65,68,61,65,65
6xxp_A,65,59,58,63,62,57,64,62,61,60,60,64,65,60,62,69,64,66,66,64,57,54,60,60,60,63,58,64,68,59,58,65,66,56,60,61,63,57,61,62,62,54,60,60,60,53,62,61,57,62,64,63,61,60,59,63,66,56,63,60,60,62,60,64,57,49,58,57,57,69,65,65,63,66,65
2wzp_D,69,53,55,63,64,60,64,59,59,67,62,67,68,64,66,65,66,62,71,63,63,56,60,61,62,68,61,65,73,51,63,66,67,57,63,66,64,57,64,68,69,57,62,66,59,58,66,59,62,64,67,69,61,62,64,66,63,63,64,58,66,64,64,67,59,54,62,58,59,69,67,63,64,66,63
2bse_D,69,53,55,63,64,60,64,59,59,67,62,67,68,64,66,65,66,62,71,63,63,56,60,61,62,68,61,65,73,51,63,66,67,57,63,66,64,57,64,68,69,57,62,66,59,58,66,59,62,64,67,69,61,62,64,66,63,63,64,58,66,64,64,67,59,54,62,58,59,69,67,63,64,66,63
3cfi_C,64,63,62,69,64,61,71,62,66,66,65,64,70,65,66,67,68,61,68,63,76,62,60,69,72,63,58,64,67,62,62,65,68,57,65,70,69,63,65,60,65,58,64,60,76,54,61,59,74,68,69,66,61,68,79,66,61,64,65,63,65,69,72,64,66,56,82,64,58,66,63,64,61,64,66
7a4y_A,63,62,62,71,64,63,73,60,65,67,65,65,70,64,67,63,69,62,71,60,75,61,60,68,63,60,60,63,66,60,57,65,69,60,66,67,73,62,66,58,66,56,62,61,75,54,63,59,74,66,69,64,57,67,83,66,59,64,62,64,66,71,72,64,63,58,79,60,58,66,60,66,62,67,66
6itq_A,62,51,55,63,63,54,63,61,57,66,61,65,60,61,63,66,61,68,66,64,60,54,57,57,58,62,53,65,66,50,60,66,64,54,61,60,61,53,58,65,66,55,59,65,58,56,59,65,57,62,61,63,60,58,61,67,64,60,64,63,59,61,61,65,59,50,62,55,55,65,62,63,69,64,67
6itp_A,62,51,55,63,63,54,63,61,57,66,61,65,60,61,63,66,61,68,66,64,60,54,57,57,58,62,53,65,66,50,60,66,64,54,61,60,61,53,58,65,66,55,59,65,58,56,59,65,57,62,61,63,60,58,61,67,64,60,64,63,59,61,61,65,59,50,62,55,55,65,62,63,69,64,67
1yc7_A,66,56,62,71,66,63,71,63,64,69,68,68,64,64,67,67,68,63,68,60,64,60,59,65,64,63,56,68,68,56,65,64,68,60,69,65,71,57,68,65,64,60,66,66,65,53,63,62,64,69,71,67,59,66,67,69,61,67,64,66,66,70,70,68,66,56,68,58,56,66,67,64,68,71,66
5my6_B,64,51,61,67,61,60,67,64,60,59,65,59,65,60,65,61,65,62,69,61,64,59,56,67,63,58,59,58,63,51,63,64,68,54,64,64,69,55,62,62,63,54,60,60,61,52,60,61,61,66,64,63,53,64,65,63,59,63,56,62,67,67,66,60,60,57,66,55,56,62,59,63,63,70,64
6qv1_E,65,55,62,71,67,69,71,63,65,68,58,66,66,62,67,63,68,59,69,59,59,64,60,64,66,61,61,66,71,56,61,63,66,65,64,66,70,63,62,64,64,61,64,62,62,55,62,57,61,69,68,66,62,69,65,60,55,68,61,69,66,71,67,66,66,59,63,62,56,71,63,63,63,67,67
6jb5_A,65,56,56,60,63,54,60,59,62,60,64,64,60,60,65,63,61,64,65,65,61,55,56,59,61,58,53,64,66,54,60,63,62,57,58,63,63,54,58,67,62,52,58,60,58,54,63,62,57,61,62,67,55,57,60,62,63,58,63,59,61,61,61,66,57,53,59,55,53,65,67,67,66,65,65
6jb2_A,65,56,56,60,63,54,60,59,62,60,64,64,60,60,65,63,61,64,65,65,61,55,56,59,61,58,53,64,66,54,60,63,62,57,58,63,63,54,58,67,62,52,58,60,58,54,63,62,57,61,62,67,55,57,60,62,63,58,63,59,61,61,61,66,57,53,59,55,53,65,67,67,66,65,65
6oc8_A,62,53,66,67,66,65,68,59,69,62,64,64,64,62,67,61,69,59,69,61,60,67,60,66,64,61,64,64,66,53,63,64,68,63,61,70,66,58,61,62,66,61,62,61,66,56,64,59,61,71,69,67,59,70,62,61,59,63,60,68,66,66,66,63,68,57,63,58,57,66,63,64,62,66,64
6ukt_C,64,56,63,74,64,66,73,61,66,69,58,65,69,62,66,63,69,63,69,62,66,62,61,68,67,59,61,65,63,56,62,61,70,63,64,70,72,57,67,62,66,58,62,60,64,52,65,57,64,67,71,66,57,69,73,61,59,65,63,67,68,73,73,65,70,65,69,56,59,66,63,67,61,69,65
6tyl_C,64,56,63,74,64,66,73,61,66,69,58,65,69,62,66,63,69,63,69,62,66,62,61,68,67,59,61,65,63,56,62,61,70,63,64,70,72,57,67,62,66,58,62,60,64,52,65,57,64,67,71,66,57,69,73,61,59,65,63,67,68,73,73,65,70,65,69,56,59,66,63,67,61,69,65
5dfz_E,63,55,64,69,66,68,69,60,70,65,59,63,65,61,70,62,67,60,67,62,68,66,59,69,67,61,64,63,65,55,59,64,68,64,63,72,70,59,62,61,64,63,62,60,67,54,61,56,63,69,68,66,58,73,67,61,59,67,60,68,68,68,72,63,70,61,68,59,61,66,61,63,60,69,64
6oq8_C,59,59,64,65,61,62,66,57,62,64,60,62,61,55,62,61,64,57,64,59,59,65,60,63,60,59,59,62,59,59,55,58,62,60,55,66,66,51,58,57,60,58,56,60,64,53,57,52,59,66,64,64,56,65,62,61,55,60,56,66,65,65,66,61,65,59,62,53,57,63,60,63,58,66,62
6oq5_F,59,59,64,65,61,62,66,57,62,64,60,62,61,55,62,61,64,57,64,59,59,65,60,63,60,59,59,62,59,59,55,58,62,60,55,66,66,51,58,57,60,58,56,60,64,53,57,52,59,66,64,64,56,65,62,61,55,60,56,66,65,65,66,61,65,59,62,53,57,63,60,63,58,66,62
7r24_C,65,55,59,69,64,60,67,63,63,63,61,64,64,62,63,60,67,59,67,63,61,61,61,64,62,62,60,64,69,56,65,62,68,57,65,63,69,58,65,64,64,57,62,63,62,57,63,59,60,67,67,68,59,65,64,61,59,64,66,66,68,68,68,64,65,55,64,58,57,67,67,67,62,68,66
7r23_C,65,55,59,69,64,60,67,63,63,63,61,64,64,62,63,60,67,59,67,63,61,61,61,64,62,62,60,64,69,56,65,62,68,57,65,63,69,58,65,64,64,57,62,63,62,57,63,59,60,67,67,68,59,65,64,61,59,64,66,66,68,68,68,64,65,55,64,58,57,67,67,67,62,68,66
7r1z_C,65,55,59,69,64,60,67,63,63,63,61,64,64,62,63,60,67,59,67,63,61,61,61,64,62,62,60,64,69,56,65,62,68,57,65,63,69,58,65,64,64,57,62,63,62,57,63,59,60,67,67,68,59,65,64,61,59,64,66,66,68,68,68,64,65,55,64,58,57,67,67,67,62,68,66
5vm6_A,62,55,51,56,63,54,55,57,56,62,55,66,60,61,59,61,57,59,65,60,53,53,58,57,56,60,53,65,63,51,57,59,63,57,58,58,56,55,56,59,61,50,57,57,53,53,60,53,53,62,58,60,63,55,57,60,58,54,57,54,55,55,56,65,52,47,53,53,58,66,62,57,60,57,60
5vm4_A,62,55,51,56,63,54,55,57,56,62,55,66,60,61,59,61,57,59,65,60,53,53,58,57,56,60,53,65,63,51,57,59,63,57,58,58,56,55,56,59,61,50,57,57,53,53,60,53,53,62,58,60,63,55,57,60,58,54,57,54,55,55,56,65,52,47,53,53,58,66,62,57,60,57,60
6eqi_B,66,54,55,63,63,58,65,61,59,64,62,71,64,60,66,66,64,64,68,61,61,56,60,60,63,62,58,69,69,53,60,66,66,57,59,61,62,57,58,64,65,58,62,67,62,58,63,59,61,62,65,68,60,59,61,63,61,57,64,64,65,63,63,70,60,56,61,57,58,66,66,64,66,64,65
7n9t_D,65,57,62,69,69,63,68,61,66,66,63,71,68,64,71,63,69,63,69,59,66,64,61,68,70,62,63,71,69,57,62,64,68,63,61,69,67,59,65,63,67,61,63,60,65,58,66,56,64,71,70,70,65,71,65,62,56,66,60,68,68,68,70,70,67,60,68,59,60,70,64,69,63,68,67
7me7_A,65,57,62,69,69,63,68,61,66,66,63,71,68,64,71,63,69,63,69,59,66,64,61,68,70,62,63,71,69,57,62,64,68,63,61,69,67,59,65,63,67,61,63,60,65,58,66,56,64,71,70,70,65,71,65,62,56,66,60,68,68,68,70,70,67,60,68,59,60,70,64,69,63,68,67
7mji_E,62,64,54,59,61,52,60,57,59,58,60,56,62,60,63,56,59,56,58,54,62,55,51,58,61,54,52,56,60,62,52,57,58,51,61,57,58,67,61,55,57,55,60,56,66,54,57,56,68,57,60,60,52,60,66,60,52,56,58,56,59,59,63,56,57,49,67,68,55,64,59,61,56,57,61
