,model,Number of residues in common,global rmsd,TM-score,MaxSub-score,GDT-TS-score,GDT-TS-score %(d<1),GDT-TS-score %(d<2),GDT-TS-score %(d<4),GDT-TS-score %(d<8),GDT-HA-score,GDT-HA-score %(d<0.5),GDT-HA-score %(d<1),GDT-HA-score %(d<2),GDT-HA-score %(d<4),TM-score Superposition Length(d<5.0),CDR3 length,resolution
7z1a_E,AF2r10,127,1.686,0.9209,0.8817,0.9075,0.7953,0.8819,0.9528,1.0,0.8189,0.6457,0.7953,0.8819,0.9528,121,18,2.59
7z1a_E,NNem,127,1.588,0.8996,0.8501,0.8622,0.622,0.8425,0.9843,1.0,0.6772,0.2598,0.622,0.8425,0.9843,127,18,2.59
7z1a_E,AF2r10em,127,1.838,0.8989,0.8479,0.874,0.7244,0.8346,0.937,1.0,0.7441,0.4803,0.7244,0.8346,0.937,122,18,2.59
7z1a_E,OFr20,127,1.571,0.9325,0.8944,0.9193,0.8031,0.9134,0.9606,1.0,0.8287,0.6378,0.8031,0.9134,0.9606,123,18,2.59
7z1a_E,OFr4em,127,1.706,0.9078,0.8643,0.878,0.6772,0.8819,0.9528,1.0,0.7224,0.378,0.6772,0.8819,0.9528,122,18,2.59
7z1a_E,YS,127,2.466,0.8472,0.7817,0.815,0.6063,0.7559,0.8976,1.0,0.6437,0.315,0.6063,0.7559,0.8976,111,18,2.59
7z1a_E,AF2,127,1.684,0.9206,0.8819,0.9055,0.7874,0.8819,0.9528,1.0,0.8169,0.6457,0.7874,0.8819,0.9528,121,18,2.59
7z1a_E,OF,127,1.571,0.9325,0.8944,0.9193,0.8031,0.9134,0.9606,1.0,0.8287,0.6378,0.8031,0.9134,0.9606,123,18,2.59
7z1a_E,ESM,127,1.678,0.9189,0.8801,0.8996,0.7717,0.8661,0.9606,1.0,0.811,0.6457,0.7717,0.8661,0.9606,122,18,2.59
7z1a_E,OFr4,127,1.571,0.9325,0.8944,0.9193,0.8031,0.9134,0.9606,1.0,0.8287,0.6378,0.8031,0.9134,0.9606,123,18,2.59
7z1a_E,NN,127,0.887,0.9634,0.9513,0.9488,0.8346,0.9606,1.0,1.0,0.8583,0.6378,0.8346,0.9606,1.0,127,18,2.59
7ooi_A,AF2em,124,1.483,0.9128,0.872,0.8891,0.6855,0.8952,0.9758,1.0,0.6976,0.2339,0.6855,0.8952,0.9758,122,16,2.28
7ooi_A,OFr20em,124,3.026,0.8742,0.8329,0.8589,0.6694,0.871,0.9194,0.9758,0.6774,0.25,0.6694,0.871,0.9194,115,16,2.28
7ooi_A,OFem,124,3.081,0.873,0.8324,0.8508,0.6694,0.8548,0.9194,0.9597,0.6754,0.2581,0.6694,0.8548,0.9194,115,16,2.28
7ooi_A,AF2r10em,124,1.445,0.9178,0.881,0.8831,0.6532,0.9032,0.9758,1.0,0.7097,0.3065,0.6532,0.9032,0.9758,122,16,2.28
7ooi_A,NNem,124,2.812,0.8728,0.8274,0.8347,0.5323,0.879,0.9435,0.9839,0.625,0.1452,0.5323,0.879,0.9435,117,16,2.28
7ooi_A,YS,124,2.384,0.8437,0.7742,0.8065,0.5242,0.7903,0.9113,1.0,0.6048,0.1935,0.5242,0.7903,0.9113,110,16,2.28
7ooi_A,OFr4,124,2.836,0.9009,0.8721,0.9012,0.7823,0.9032,0.9355,0.9839,0.7621,0.4274,0.7823,0.9032,0.9355,116,16,2.28
7ooi_A,OFr20,124,2.759,0.903,0.8742,0.9032,0.7903,0.9032,0.9355,0.9839,0.7762,0.4758,0.7903,0.9032,0.9355,116,16,2.28
7ooi_A,AF2r10,124,1.315,0.931,0.9005,0.9113,0.75,0.9113,0.9839,1.0,0.7661,0.4194,0.75,0.9113,0.9839,124,16,2.28
7ooi_A,ESM,124,2.694,0.9016,0.8716,0.9032,0.7742,0.9032,0.9355,1.0,0.7601,0.4274,0.7742,0.9032,0.9355,117,16,2.28
7ooi_A,OFr4em,124,3.057,0.881,0.8396,0.8649,0.7016,0.871,0.9274,0.9597,0.6875,0.25,0.7016,0.871,0.9274,115,16,2.28
7ooi_A,AF2,124,1.31,0.9308,0.903,0.9173,0.7581,0.9194,0.9919,1.0,0.7722,0.4194,0.7581,0.9194,0.9919,124,16,2.28
7ooi_A,OF,124,2.744,0.9028,0.8739,0.8992,0.7742,0.9032,0.9355,0.9839,0.7722,0.4758,0.7742,0.9032,0.9355,116,16,2.28
7ooi_A,NN,124,2.754,0.8869,0.851,0.877,0.7016,0.8629,0.9516,0.9919,0.7097,0.3226,0.7016,0.8629,0.9516,117,16,2.28
7ooi_A,IFem,124,1.606,0.9039,0.8543,0.8891,0.6935,0.879,0.9839,1.0,0.7137,0.2984,0.6935,0.879,0.9839,123,16,2.28
7ooi_A,IF,124,1.478,0.9153,0.8773,0.9032,0.75,0.879,0.9839,1.0,0.7319,0.3145,0.75,0.879,0.9839,123,16,2.28
7l6v_C,OFr20,122,1.689,0.9129,0.8753,0.8934,0.7459,0.877,0.9508,1.0,0.7602,0.4672,0.7459,0.877,0.9508,119,14,2.01
7l6v_C,AF2r10,122,1.763,0.9016,0.8597,0.873,0.6803,0.8607,0.9508,1.0,0.748,0.5,0.6803,0.8607,0.9508,118,14,2.01
7l6v_C,OFem,122,1.545,0.9098,0.8701,0.8811,0.6721,0.877,0.9754,1.0,0.7254,0.377,0.6721,0.877,0.9754,121,14,2.01
7l6v_C,AF2r10em,122,2.132,0.8671,0.8143,0.8381,0.6066,0.8197,0.9262,1.0,0.6598,0.2869,0.6066,0.8197,0.9262,112,14,2.01
7l6v_C,NNem,122,4.064,0.8026,0.7355,0.748,0.4344,0.6967,0.9016,0.959,0.5512,0.1721,0.4344,0.6967,0.9016,112,14,2.01
7l6v_C,AF2,122,1.771,0.9027,0.8625,0.877,0.6967,0.8607,0.9508,1.0,0.752,0.5,0.6967,0.8607,0.9508,118,14,2.01
7l6v_C,OFr4em,122,1.529,0.9122,0.8707,0.8873,0.6803,0.8852,0.9836,1.0,0.7295,0.3689,0.6803,0.8852,0.9836,121,14,2.01
7l6v_C,NN,122,3.695,0.8451,0.7971,0.8176,0.6148,0.7869,0.9098,0.959,0.6803,0.4098,0.6148,0.7869,0.9098,111,14,2.01
7l6v_C,AF2em,122,1.977,0.8824,0.8366,0.8484,0.6148,0.8361,0.9426,1.0,0.6721,0.2951,0.6148,0.8361,0.9426,115,14,2.01
7l6v_C,OF,122,1.547,0.9153,0.8832,0.8975,0.7377,0.877,0.9754,1.0,0.7664,0.4754,0.7377,0.877,0.9754,120,14,2.01
7l6v_C,IF,122,1.561,0.9186,0.8857,0.8996,0.7377,0.8934,0.9672,1.0,0.7623,0.4508,0.7377,0.8934,0.9672,119,14,2.01
7l6v_C,OFr4,122,1.547,0.9153,0.8832,0.8975,0.7377,0.877,0.9754,1.0,0.7664,0.4754,0.7377,0.877,0.9754,120,14,2.01
7l6v_C,YS,122,1.732,0.898,0.8572,0.8709,0.6557,0.8607,0.9672,1.0,0.6967,0.3033,0.6557,0.8607,0.9672,118,14,2.01
7l6v_C,OFr20em,122,1.728,0.9003,0.8583,0.8668,0.623,0.877,0.9672,1.0,0.6844,0.2705,0.623,0.877,0.9672,119,14,2.01
7l6v_C,ESM,122,1.353,0.9306,0.8996,0.9139,0.7623,0.9098,0.9836,1.0,0.8033,0.5574,0.7623,0.9098,0.9836,121,14,2.01
7l6v_C,IFem,122,1.761,0.8994,0.8565,0.875,0.6557,0.8852,0.959,1.0,0.6906,0.2623,0.6557,0.8852,0.959,118,14,2.01
7oan_F,AF2em,121,1.07,0.9422,0.9218,0.9215,0.719,0.9669,1.0,1.0,0.7376,0.2645,0.719,0.9669,1.0,121,12,3.0
7oan_F,ESM,121,0.926,0.9631,0.9507,0.9649,0.8843,0.9835,0.9917,1.0,0.8285,0.4545,0.8843,0.9835,0.9917,120,12,3.0
7oan_F,YS,121,1.469,0.9105,0.8781,0.8678,0.595,0.8926,0.9835,1.0,0.6798,0.2479,0.595,0.8926,0.9835,120,12,3.0
7oan_F,OFr4em,121,1.056,0.9453,0.9265,0.9256,0.7355,0.9669,1.0,1.0,0.7376,0.2479,0.7355,0.9669,1.0,121,12,3.0
7oan_F,AF2r10em,121,1.023,0.9516,0.9355,0.9442,0.8017,0.9835,0.9917,1.0,0.7851,0.3636,0.8017,0.9835,0.9917,120,12,3.0
7oan_F,OFem,121,1.047,0.9451,0.9257,0.9298,0.7521,0.9669,1.0,1.0,0.75,0.281,0.7521,0.9669,1.0,121,12,3.0
7oan_F,IF,121,1.316,0.9337,0.9104,0.9194,0.7686,0.9174,0.9917,1.0,0.7665,0.3884,0.7686,0.9174,0.9917,120,12,3.0
7oan_F,NN,121,2.226,0.9028,0.8768,0.8884,0.719,0.8926,0.9421,1.0,0.7397,0.405,0.719,0.8926,0.9421,114,12,3.0
7oan_F,AF2,121,0.897,0.9607,0.9464,0.9545,0.8347,0.9835,1.0,1.0,0.8161,0.4463,0.8347,0.9835,1.0,121,12,3.0
7oan_F,OFr4,121,0.873,0.9631,0.9494,0.9587,0.8512,0.9835,1.0,1.0,0.8347,0.5041,0.8512,0.9835,1.0,121,12,3.0
7oan_F,OF,121,0.873,0.9631,0.9494,0.9587,0.8512,0.9835,1.0,1.0,0.8347,0.5041,0.8512,0.9835,1.0,121,12,3.0
7oan_F,OFr20,121,0.873,0.9631,0.9494,0.9587,0.8512,0.9835,1.0,1.0,0.8347,0.5041,0.8512,0.9835,1.0,121,12,3.0
7oan_F,IFem,121,1.23,0.9377,0.9199,0.9194,0.7603,0.9256,0.9917,1.0,0.7872,0.4711,0.7603,0.9256,0.9917,120,12,3.0
7oan_F,NNem,121,2.261,0.8899,0.8567,0.876,0.6529,0.9008,0.9504,1.0,0.6756,0.1983,0.6529,0.9008,0.9504,115,12,3.0
7oan_F,OFr20em,121,1.018,0.9476,0.9289,0.9277,0.7438,0.9669,1.0,1.0,0.75,0.2893,0.7438,0.9669,1.0,121,12,3.0
7oan_F,AF2r10,121,0.91,0.961,0.9471,0.9607,0.8595,0.9835,1.0,1.0,0.8161,0.4215,0.8595,0.9835,1.0,121,12,3.0
7t5f_B,NNem,116,1.771,0.9244,0.907,0.9116,0.7241,0.9483,0.9741,1.0,0.722,0.2414,0.7241,0.9483,0.9741,113,9,2.6
7t5f_B,OFr4em,116,0.828,0.9628,0.9536,0.9591,0.8534,0.9828,1.0,1.0,0.8427,0.5345,0.8534,0.9828,1.0,116,9,2.6
7t5f_B,AF2mem,116,0.841,0.9643,0.9526,0.9655,0.8707,0.9914,1.0,1.0,0.8599,0.5776,0.8707,0.9914,1.0,116,9,2.6
7t5f_B,AF2m,116,0.653,0.976,0.9699,0.9741,0.8966,1.0,1.0,1.0,0.9052,0.7241,0.8966,1.0,1.0,116,9,2.6
7t5f_B,AF2em,116,1.23,0.9485,0.9305,0.9483,0.8448,0.9569,0.9914,1.0,0.8125,0.4569,0.8448,0.9569,0.9914,115,9,2.6
7t5f_B,IF,116,1.266,0.9542,0.9384,0.9547,0.8879,0.9483,0.9828,1.0,0.8772,0.6897,0.8879,0.9483,0.9828,114,9,2.6
7t5f_B,OFr20,116,0.635,0.9767,0.9707,0.9741,0.8966,1.0,1.0,1.0,0.903,0.7155,0.8966,1.0,1.0,116,9,2.6
7t5f_B,OFem,116,0.848,0.9613,0.9518,0.9547,0.8362,0.9828,1.0,1.0,0.8319,0.5086,0.8362,0.9828,1.0,116,9,2.6
7t5f_B,OFr4,116,0.579,0.9803,0.975,0.9784,0.9138,1.0,1.0,1.0,0.9116,0.7328,0.9138,1.0,1.0,116,9,2.6
7t5f_B,NN,116,1.758,0.9478,0.9353,0.9483,0.8707,0.9569,0.9655,1.0,0.8772,0.7155,0.8707,0.9569,0.9655,112,9,2.6
7t5f_B,AF2r10,116,0.574,0.9805,0.9753,0.9806,0.9224,1.0,1.0,1.0,0.9138,0.7328,0.9224,1.0,1.0,116,9,2.6
7t5f_B,AF2,116,1.045,0.9649,0.9533,0.9655,0.8966,0.9741,0.9914,1.0,0.8944,0.7155,0.8966,0.9741,0.9914,115,9,2.6
7t5f_B,OFr20em,116,0.853,0.9599,0.9499,0.9526,0.8276,0.9828,1.0,1.0,0.8125,0.4397,0.8276,0.9828,1.0,116,9,2.6
7t5f_B,ESM,116,0.677,0.974,0.9673,0.9741,0.8966,1.0,1.0,1.0,0.8944,0.681,0.8966,1.0,1.0,116,9,2.6
7t5f_B,AF2r10em,116,0.821,0.9632,0.9541,0.9634,0.8621,0.9914,1.0,1.0,0.8405,0.5086,0.8621,0.9914,1.0,116,9,2.6
7t5f_B,OF,116,0.626,0.9773,0.9715,0.9741,0.8966,1.0,1.0,1.0,0.9052,0.7241,0.8966,1.0,1.0,116,9,2.6
7t5f_B,YS,116,1.968,0.8852,0.8352,0.8556,0.5948,0.8707,0.9569,1.0,0.6832,0.3103,0.5948,0.8707,0.9569,112,9,2.6
7t5f_B,IFem,116,1.365,0.9443,0.9203,0.9397,0.8276,0.9483,0.9828,1.0,0.8147,0.5,0.8276,0.9483,0.9828,114,9,2.6
7p5y_G,IF,120,2.068,0.9068,0.8785,0.9,0.725,0.925,0.95,1.0,0.7375,0.35,0.725,0.925,0.95,113,12,3.29
7p5y_G,IFem,120,2.25,0.8815,0.8456,0.8521,0.5917,0.875,0.9417,1.0,0.6604,0.2333,0.5917,0.875,0.9417,112,12,3.29
7p5y_G,OFr20em,120,1.769,0.8924,0.852,0.8542,0.5667,0.875,0.975,1.0,0.6625,0.2333,0.5667,0.875,0.975,115,12,3.29
7p5y_G,YS,120,2.228,0.8662,0.8165,0.8354,0.575,0.85,0.9167,1.0,0.6417,0.225,0.575,0.85,0.9167,110,12,3.29
7p5y_G,AF2em,120,1.793,0.8971,0.8506,0.8854,0.65,0.9,0.9917,1.0,0.6813,0.1833,0.65,0.9,0.9917,114,12,3.29
7p5y_G,ESM,120,1.87,0.9256,0.9034,0.9313,0.825,0.9417,0.9583,1.0,0.7833,0.4083,0.825,0.9417,0.9583,113,12,3.29
7p5y_G,NN,120,1.828,0.9173,0.8876,0.9208,0.7917,0.925,0.9667,1.0,0.7583,0.35,0.7917,0.925,0.9667,113,12,3.29
7p5y_G,OFr4em,120,2.172,0.8814,0.8417,0.8479,0.575,0.875,0.9417,1.0,0.6521,0.2167,0.575,0.875,0.9417,113,12,3.29
7p5y_G,OFem,120,1.646,0.898,0.8561,0.8604,0.5917,0.875,0.975,1.0,0.6708,0.2417,0.5917,0.875,0.975,117,12,3.29
7p5y_G,AF2r10em,120,1.909,0.9026,0.8631,0.8854,0.675,0.9,0.9667,1.0,0.6937,0.2333,0.675,0.9,0.9667,114,12,3.29
7p5y_G,AF2,120,1.773,0.921,0.8908,0.9229,0.8083,0.9167,0.9667,1.0,0.7708,0.3917,0.8083,0.9167,0.9667,114,12,3.29
7p5y_G,OFr4,120,1.903,0.9106,0.8812,0.9042,0.7417,0.9167,0.9583,1.0,0.7542,0.4,0.7417,0.9167,0.9583,114,12,3.29
7p5y_G,OFr20,120,1.579,0.9183,0.8889,0.9104,0.7417,0.9167,0.9833,1.0,0.7521,0.3667,0.7417,0.9167,0.9833,115,12,3.29
7p5y_G,NNem,120,2.043,0.8814,0.8374,0.8479,0.5583,0.8917,0.9417,1.0,0.6396,0.1667,0.5583,0.8917,0.9417,113,12,3.29
7p5y_G,OF,120,1.502,0.9194,0.8853,0.9167,0.75,0.925,0.9917,1.0,0.7542,0.35,0.75,0.925,0.9917,115,12,3.29
7p5y_G,AF2r10,120,1.777,0.921,0.8931,0.9187,0.7917,0.9167,0.9667,1.0,0.7667,0.3917,0.7917,0.9167,0.9667,115,12,3.29
7o06_A,IFem,122,1.526,0.9161,0.8813,0.8975,0.7049,0.9016,0.9836,1.0,0.7418,0.377,0.7049,0.9016,0.9836,119,14,1.6
7o06_A,AF2mem,122,1.121,0.9441,0.9261,0.9365,0.8115,0.9344,1.0,1.0,0.8197,0.5328,0.8115,0.9344,1.0,122,14,1.6
7o06_A,AF2m,122,0.798,0.971,0.9597,0.9734,0.918,0.9754,1.0,1.0,0.918,0.7787,0.918,0.9754,1.0,122,14,1.6
7o06_A,AF2,122,1.297,0.935,0.9055,0.9221,0.7951,0.9016,0.9918,1.0,0.8176,0.582,0.7951,0.9016,0.9918,121,14,1.6
7o06_A,OFr4,122,0.944,0.9623,0.9461,0.9631,0.8934,0.959,1.0,1.0,0.9016,0.7541,0.8934,0.959,1.0,122,14,1.6
7o06_A,AF2r10,122,1.292,0.9349,0.9061,0.9201,0.7869,0.9016,0.9918,1.0,0.8156,0.582,0.7869,0.9016,0.9918,121,14,1.6
7o06_A,NNem,122,2.268,0.8644,0.8094,0.8443,0.6311,0.8361,0.9098,1.0,0.6537,0.2377,0.6311,0.8361,0.9098,111,14,1.6
7o06_A,NN,122,2.078,0.8982,0.8537,0.8955,0.7951,0.8607,0.9262,1.0,0.791,0.582,0.7951,0.8607,0.9262,114,14,1.6
7o06_A,OFr20,122,0.939,0.9617,0.9463,0.9611,0.8934,0.9508,1.0,1.0,0.8893,0.7131,0.8934,0.9508,1.0,122,14,1.6
7o06_A,YS,122,2.152,0.8674,0.8126,0.8361,0.582,0.8443,0.918,1.0,0.6434,0.2295,0.582,0.8443,0.918,109,14,1.6
7o06_A,AF2r10em,122,1.461,0.9178,0.8838,0.8934,0.6885,0.8934,0.9918,1.0,0.7541,0.4426,0.6885,0.8934,0.9918,121,14,1.6
7o06_A,AF2em,122,1.523,0.9137,0.8839,0.8914,0.6967,0.877,0.9918,1.0,0.7541,0.4508,0.6967,0.877,0.9918,119,14,1.6
7o06_A,ESM,122,1.145,0.9514,0.9307,0.9549,0.8852,0.9426,0.9918,1.0,0.8975,0.7705,0.8852,0.9426,0.9918,120,14,1.6
7o06_A,OFr20em,122,1.087,0.9488,0.9253,0.9488,0.8525,0.9426,1.0,1.0,0.8238,0.5,0.8525,0.9426,1.0,122,14,1.6
7o06_A,OFr4em,122,1.067,0.9479,0.9338,0.9365,0.8197,0.9262,1.0,1.0,0.8258,0.5574,0.8197,0.9262,1.0,122,14,1.6
7o06_A,OFem,122,1.057,0.9498,0.9317,0.9447,0.8443,0.9344,1.0,1.0,0.8197,0.5,0.8443,0.9344,1.0,122,14,1.6
7o06_A,IF,122,1.387,0.9374,0.9105,0.9283,0.8115,0.918,0.9836,1.0,0.832,0.6148,0.8115,0.918,0.9836,119,14,1.6
7o06_A,OF,122,0.939,0.9617,0.9463,0.9611,0.8934,0.9508,1.0,1.0,0.8893,0.7131,0.8934,0.9508,1.0,122,14,1.6
